DateTime,high,low,open,close,volumeto,ETH,SP500,Russell_2000,Crude_oil,Gold,Silver,EUR/USD,Treasury Yield 10 Years,USD/JPY,wiki_Bitcoin,wiki_Cryptocurrency,wiki_Coinbase
2016-06-28,659.27,634.26,644.66,644.89,49673830.24,12.15,2036.0899658203125,1107.300048828125,47.849998474121094,1315.300048828125,17.839000701904297,1.1015034914016724,1.4609999656677246,101.81199645996094,5453,943,182
2016-06-29,645.91,621.76,644.89,636.54,50898093.64,12.73,2070.77001953125,1131.6199951171875,49.880001068115234,1323.9000244140625,18.36199951171875,1.1073951721191406,1.4769999980926514,102.70099639892578,5279,904,159
2016-06-30,673.04,631.24,636.54,670.02,58215062.66,12.41,2098.860107421875,1151.9200439453125,48.33000183105469,1318.4000244140625,18.582000732421875,1.1128050088882446,1.4880000352859497,102.77799987792969,5055,900,165
2016-07-01,685.11,661.09,670.02,674.57,62394480.64,12.3,2102.949951171875,1156.77001953125,48.9900016784668,1336.699951171875,19.54400062561035,1.1106051206588745,1.4559999704360962,103.072998046875,4450,804,164
2016-07-05,679.19,657.31,675.16,663.67,36687264.23,10.45,2088.550048828125,1139.449951171875,46.599998474121094,1356.4000244140625,19.865999221801758,1.1146035194396973,1.3669999837875366,102.51799774169922,5084,865,179
2016-07-06,678.39,662.24,663.67,672.7,31708100.51,10.43,2099.72998046875,1147.3299560546875,47.43000030517578,1364.9000244140625,20.15999984741211,1.1065007448196411,1.3849999904632568,101.14099884033203,4726,727,189
2016-07-07,676.19,604.95,672.7,635.25,97639342.03,10.03,2097.89990234375,1149.760009765625,45.13999938964844,1360.0999755859375,19.79800033569336,1.1099025011062622,1.3869999647140503,101.1500015258789,5168,906,183
2016-07-08,663.43,630.17,635.25,662.78,49243011.02,11.27,2129.89990234375,1177.3599853515625,45.40999984741211,1356.5999755859375,20.058000564575195,1.1065741777420044,1.3660000562667847,100.79000091552734,4646,785,214
2016-07-11,657.47,639.97,647.11,646.71,29925667.34,10.46,2137.159912109375,1190.030029296875,44.7599983215332,1355.0,20.263999938964844,1.1043988466262817,1.434000015258789,100.69200134277344,5616,1054,131
2016-07-12,673.19,644.56,646.71,670.56,44047499.67,10.49,2152.139892578125,1205.8900146484375,46.79999923706055,1334.0999755859375,20.1299991607666,1.1058032512664795,1.5130000114440918,102.52400207519531,5707,981,162
2016-07-13,672.02,656.04,670.56,661.15,41791464.25,10.44,2152.429931640625,1201.1600341796875,44.75,1342.4000244140625,20.3700008392334,1.1062926054000854,1.468000054359436,104.75599670410156,5751,991,131
2016-07-14,661.88,646.31,661.15,657.25,31748496.83,11.55,2163.75,1202.1700439453125,45.68000030517578,1331.300048828125,20.2810001373291,1.1094961166381836,1.531000018119812,104.07599639892578,5205,874,154
2016-07-15,667.46,656.5,657.25,664.2,23817856.65,11.88,2161.739990234375,1205.31005859375,45.95000076293945,1326.5,20.125,1.1106051206588745,1.593999981880188,105.19100189208984,4571,777,150
2016-07-18,680.42,664.61,676.33,670.38,28810844.41,10.95,2166.889892578125,1207.9100341796875,45.2400016784668,1328.4000244140625,20.04400062561035,1.1053143739700317,1.5870000123977661,105.45899963378906,5038,904,134
2016-07-19,673.24,663.63,670.38,671.1,20401885.27,11.63,2163.780029296875,1200.449951171875,44.650001525878906,1331.5,19.975000381469727,1.1071866750717163,1.5579999685287476,106.14600372314453,4475,928,156
