,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,date
0,-2.843798712006575,-0.8575073002985973,0.4815397647550694,-0.14287317241091885,0.6511804992543196,0.12343616322507273,-0.4431411040437457,2016-06-13
1,-2.852957770820138,-0.9242524429306508,0.508392735244939,-0.2578791482820692,0.6463753134419205,0.1453107158709837,-0.42459197729835935,2016-06-14
2,-2.8788041585381072,-0.9687786196956555,0.5165924370337764,-0.15172593209242005,0.6847212326955485,0.17449505700714918,-0.5020129704718927,2016-06-15
3,-2.8353987840350854,-1.0907239533680275,0.6313908543521516,-0.18807339154102776,0.7347940259388931,0.10034908413020455,-0.3874043154045745,2016-06-16
4,-2.8588019783599083,-1.1322594062746145,0.6500288021908354,-0.40622305466689484,0.92156214027117,0.16875586645863505,-0.5700728397246385,2016-06-17
5,-2.795721629533308,-1.0093470731333376,0.6863710899066854,-0.5981125645924094,0.8409885283627266,0.2652128061222174,-0.5701348073089647,2016-06-20
6,-2.830073013435143,-1.042505239311042,0.7861468378900867,-0.6649927037247815,1.0329931849740124,0.23881336705055678,-0.6731687658001224,2016-06-21
7,-2.8867653403976385,-1.0223754679690102,0.5880337876956971,-0.47214677990490556,0.9625662099831037,0.21570671264690536,-0.6093939534335993,2016-06-22
8,-2.8170185695615935,-0.9259920292179216,0.5757412946769057,-0.6454610323400672,0.9117768029359979,0.20608265595531317,-0.5772485724641668,2016-06-23
9,-2.7827327636027013,-0.8952929045603049,1.0720956347471942,-0.33224325535260224,0.6405231899344873,0.21185305076226435,-0.7979132287432888,2016-06-24
10,-2.99950445322776,-1.6203592154139022,1.0517157544752904,-0.3255599629871632,1.3150905461728175,0.3615532407148749,-1.1236411830207758,2016-06-27
11,-2.9658829455047777,-1.68134170943353,0.9377644068069682,-0.41700531149053244,1.3994001839817416,0.4317479657214214,-1.1368376751010905,2016-06-28
12,-2.847305733279421,-1.5662819057619992,0.7856812000916011,-0.46388023560388614,1.1872337185732147,0.4356914040570385,-1.0303631073497195,2016-06-29
13,-2.8035970286678675,-1.5908410149897947,0.8277227933843967,-0.5062184192962251,1.1287017664406709,0.39995253425233945,-0.9295711758114629,2016-06-30
14,-2.7207102589526317,-1.6823288873463509,0.7702761370959419,-0.47135115086192164,1.0454337703773657,0.42840583702525364,-0.9160357202558976,2016-07-01
15,-2.7013586791865185,-1.8640839515119054,1.021873547750056,-0.49109280088959345,1.0295527821625543,0.44220189328296133,-0.9353725384994366,2016-07-05
16,-2.694811801194037,-2.0626988116410505,1.0700462786779958,-0.6123181439503497,1.2770295454792024,0.5610952209051565,-1.1359779806986219,2016-07-06
17,-2.711470544877635,-2.03751743725143,1.1947683320532558,-0.5846242012239116,1.2648430270720181,0.44541563429551384,-1.0741135538040678,2016-07-07
18,-2.6791954288601523,-2.1376158361934947,1.159229062266779,-0.6064758620811396,1.3183900771933166,0.5365246764944304,-1.110494221152713,2016-07-08
19,-2.6803842340339976,-2.086138432527431,1.2012126180921767,-0.604550765144091,1.2716168958431788,0.5040518093354457,-1.2097082299399329,2016-07-11
20,-2.6644499479525923,-1.742941173725181,0.8988411621112085,-0.44937772229776074,1.054084959136657,0.44856573131486055,-1.0137354083748564,2016-07-12
21,-2.6695300692470885,-1.6076255656611638,0.7489988135615996,-0.07793182215135207,0.6682157241412537,0.27531625153002615,-0.7468369182559149,2016-07-13
22,-2.671924514631555,-1.6231121725722126,0.7434588701206442,-0.27229258433904957,0.8046359525044235,0.343239049328918,-0.7700965474584188,2016-07-14
23,-2.6983374873568984,-1.4729114595834536,0.5495987964285657,-0.17189430980608184,0.6736093871697877,0.27979447498380494,-0.6057862541499381,2016-07-15
24,-2.7185314168269517,-1.4481372640879946,0.5456390148188132,-0.03070361498732579,0.6358385350897215,0.23895947988964455,-0.6330668260582016,2016-07-18
25,-2.724216846586692,-1.415890396547205,0.4980077263066405,0.06606239116543329,0.5291784748391193,0.1974821973229794,-0.508242221956902,2016-07-19
26,-2.7731215052154963,-1.3665972064052105,0.4323201183855326,0.13540113322988986,0.5886142729925581,0.18713838336634203,-0.5667670789145134,2016-07-20
27,-2.756725868797661,-1.2833917424612769,0.35733308239362216,0.29453021395844964,0.40471482671924064,0.14157653242663207,-0.4445826444363368,2016-07-21
28,-2.7518286820263844,-1.437752492346417,0.5040811445149287,0.09071762644980244,0.6402988543477194,0.20198037107298417,-0.5336352035238008,2016-07-22
29,-2.816988864967058,-1.4085987296506381,0.4564615021459739,0.2837792351736893,0.5736745540866566,0.14687161265490745,-0.5531983636505495,2016-07-25
30,-2.7853832698282903,-1.474539161914236,0.5826191443374655,0.16566228429977192,0.669807738410603,0.1942749970579067,-0.6081663536243838,2016-07-26
31,-2.769384032242349,-1.6379771107004375,0.715062148877498,0.10634303956995321,0.7394683501678448,0.23120056976438663,-0.6880871725892612,2016-07-27
32,-2.731418972955899,-1.6704052197161214,0.754037210217818,0.002788097907516901,0.6553696279650082,0.19328577571041597,-0.5840556477388598,2016-07-28
33,-2.6991366842711635,-1.7920362469466597,0.7453443557483337,-0.049977372049316265,0.6623118037361565,0.22188739205069147,-0.578680712713693,2016-07-29
34,-2.6617113173119633,-2.0367294452895512,1.1178252058786111,-0.47632918665612073,0.9759488677033296,0.3125876670175979,-0.7269190361950618,2016-08-01
35,-2.66919397821075,-2.0375571126094467,1.1636713868305473,-0.4633201194825918,0.9692121261597365,0.2801169455607121,-0.7117419240735411,2016-08-02
36,-2.5916502810452666,-1.8387671999352864,1.5671895376318759,-0.6374366730575752,1.0262298518122468,0.444433037948933,-1.0549778398800762,2016-08-03
37,-2.6364434510473767,-2.0118623474735386,1.2691299568518202,-0.5960300282101142,1.1025775127433899,0.4490881876319659,-0.9518637534908716,2016-08-04
38,-2.721287214868085,-2.005054482025055,1.1101098128273454,-0.6543690930308915,1.204638584397508,0.4024141215777366,-0.9198035561121429,2016-08-05
39,-2.7082938609511333,-1.8042472917825192,1.024043502044023,-0.46539899536273666,1.0713795495371556,0.3931420688770728,-0.9264884151345235,2016-08-08
40,-2.6955078599551605,-1.8047358129752198,1.0577938430856093,-0.4105842603694832,1.0117786193602862,0.37635915499853245,-0.9502095229278664,2016-08-09
41,-2.6962884783950036,-2.0126422400585593,1.0683524736562606,-0.5060367631508432,1.0763186216181013,0.3620164024901437,-0.8737286904931811,2016-08-10
42,-2.655551472797963,-1.9905978119420886,1.0937987874566149,-0.7884211287401631,1.1828685327138668,0.4427813841510633,-0.9109954514024465,2016-08-11
43,-2.694235206970523,-1.9499927021811863,0.9306967184737953,-0.6432621165298151,1.1313743882902687,0.42000562926067847,-0.8868121733340558,2016-08-12
44,-2.632751531013996,-1.9324603925792692,0.9777762821837069,-0.8000717161813402,1.1907735624803024,0.49394167147491347,-0.9346635525548187,2016-08-15
45,-2.6199952748243818,-1.8892532385986056,0.9966981460700144,-0.8515542907212982,1.1706615159442522,0.5022042813674432,-0.9715147541424449,2016-08-16
46,-2.599052672908672,-1.961727314919602,1.1470856179470295,-1.1168977267454379,1.30056051877329,0.5686897578761885,-1.0066834231193051,2016-08-17
47,-2.54350497432162,-1.9560045749554238,1.1883781369739952,-1.2118561355649942,1.2904269240037471,0.6225815532632983,-1.0903248138435135,2016-08-18
48,-2.5800889930241686,-1.9091759899023941,1.080879743988129,-1.2994521552266804,1.2941692770033784,0.5818744052720772,-0.9832889796717987,2016-08-19
49,-2.6253315848666348,-1.864555829206999,1.0930444685428047,-1.0907178389370704,1.2524417864162227,0.518158152064585,-0.9590561829822398,2016-08-22
50,-2.574296390245706,-1.8308591929675697,1.133709017828384,-1.185416655351352,1.2804064301985685,0.5800511013888767,-0.9950795690541998,2016-08-23
